spectral_centroid_mean,spectral_centroid_std,spectral_centroid_max,spectral_centroid_p95,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,zcr_mean,zcr_std,shannon_dynamic_ratio,shannon_valley_floor,murmur_subband_ratio,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,record_id,label
170.80329911063882,39.103271870285994,456.9149693438883,225.2224226082377,306.7417828685259,123.12091946879012,0.0004566853290213347,0.006315372858285403,0.05149324576693227,0.006915120622560976,110.23136143000998,0.009070828107148484,0.014499433380452604,-426.2087277367088,37.425773975105386,185.33821432655338,28.523622361977097,29.420113030523076,13.19622914435694,4.115089951961806,11.083696046850072,46.89978647458219,9.558447862945187,32.6322924969359,8.265703199409497,-5.175906298919224,8.239221732391728,-1.893628807508433,7.112495274727722,7.530013181002185,7.331838463590582,-4.64309951903358,7.388871738754876,-5.19526512812958,7.180450237991476,6.242094266447008,5.668685253641081,-1.3345057026055085,6.3471546081720716,b0001,-1
118.35631452076002,44.95112220870202,489.8399306895471,181.18964255979685,192.07544820717132,105.92445537122457,0.0009300322330538766,0.010494138310937451,0.038496405004980076,0.005776897618558314,887.5267270165507,0.0011257265815671148,0.005175432815285957,-554.0996260532152,43.66676393751661,147.6745005370641,37.74912104209843,77.4377224346134,23.23255829352559,35.76427364034428,20.98706518430181,28.099889087835727,12.795832675989836,23.806132647130376,9.939611459122775,12.030091645724166,7.090253155442142,3.7428099060824804,6.2228147479925235,1.9946486636072895,5.179965177967447,0.7371782360786006,4.7362940503225746,-1.0414919085306986,4.811860825216298,-1.454109382628368,5.176738329044208,-1.716313094594918,5.0054225272851065,b0002,-1
170.94770768571277,70.16082086756529,394.4640655503025,332.010784141846,306.2749003984064,168.19146630444567,0.00037098712629630553,0.004154254636074829,0.0655308453685259,0.03544777802886495,1102.4347169497335,0.0009060831266056802,0.048369952455583294,-560.1025589763263,50.29596203528994,161.96818422195835,38.717894335668255,47.24373381196459,23.14064601551988,13.98867995642942,19.8351070380392,33.49868763365281,14.347509552523352,24.861153137100388,11.930980017255562,-0.24782975036133173,11.1602432532278,-0.061244917803790315,9.37141723831866,8.030061855587551,9.773260942775103,1.1749018592651337,6.590500211488517,-3.2119534703768347,7.038563113593323,2.800071008760448,6.893009446751609,2.049147636755892,7.470113480174037,b0003,-1
198.05464021626443,50.70401909939394,397.21025100180725,297.2815316592661,367.7166334661355,132.04942549242537,0.0002678571107410153,0.0027699503994523954,0.06099624937749004,0.011242870081569638,105.01161195957569,0.009521756044865283,0.06264978178680666,-428.57652807138265,50.8023569056278,209.40353802257502,34.34266296038575,26.43526926425003,20.015306931971015,-15.530048624246463,20.760402908051322,31.850394703227664,11.461276053913014,30.11492961881445,8.907359257701723,-3.8420409687329737,9.38705467982865,-3.6924611151598365,8.751173973560418,5.0831221465435314,8.52741245428289,-6.541498163230591,8.022309083472043,-10.012048334465105,7.684355168122711,-0.2158835429683707,7.66048915031428,-4.194922832781477,6.20762364097273,b0004,-1
199.66583884714464,68.3072233721102,494.12393496634587,323.9099348667127,352.30951195219126,160.24653038842914,0.0006139507985154674,0.007449609146403582,0.061593469870517926,0.011175094481690526,1500.00490160613,0.0006656644407956331,0.10250071089017392,-549.869548951489,58.44943951031739,173.9958624524546,41.80449139608717,36.224400167641306,29.38528043576526,4.763104124437472,26.062763783084886,29.536213658755027,10.573650282016452,13.460478122637985,8.829952576525855,-10.988434346859966,13.32814634103711,1.0604209397185913,8.108856048491797,9.18292296376264,8.41143238650431,-6.912325498073867,7.429195372762769,-10.067272987045559,5.853674189693781,1.4390819091002807,7.121043786649835,-2.5675802946669863,5.8980354873850525,b0005,-1
118.02667168156417,44.321830841808904,496.4552636296535,170.4686558111805,191.14168326693226,97.61853374185989,0.001109821515563448,0.01252411688594973,0.03887574701195219,0.003962656847595135,354.46632432005583,0.002820142359406616,0.04079948298020036,-511.3140417402903,47.67814071993147,159.22481312054114,37.524329580637044,83.30288770449096,24.70109563853554,41.86257280173614,20.486376046191467,32.144544245028115,12.590329766496337,18.73399722557337,10.621851652218146,2.1866252727557054,9.15518843888927,-0.060323038344552486,6.742526494164085,4.52462944117074,6.758460725733957,2.1434866599535845,6.351139998611931,-2.181084549018484,5.809089061005129,-1.6543932238394559,4.617208108757138,-0.8055187918789485,4.6524472167713835,b0006,-1
220.7837832268479,82.02388137533222,513.2044928088187,378.18819995144065,410.42081673306774,170.00898592793644,0.001118267574815944,0.012449923872891915,0.08661642492529881,0.03055855825230406,90.03712873523014,0.011105528756399719,0.2236691475606203,-438.37764620146106,45.40790076124427,204.49096746889236,28.541026314906514,23.328597970121866,26.32124419547821,-7.334967982762128,22.650934016862383,34.76803616414679,14.098766063688911,17.028648107860487,8.697185189943134,-10.02462422521669,10.479396864183839,9.337773418493773,8.759960757019874,14.460776752772448,8.971417904714322,-12.049360267785667,9.688116131585147,-12.663007756379649,9.19885068002154,6.577851898964106,9.236127904202025,1.8847012150316358,11.70860190649055,b0007,-1
113.89896060246967,38.71288248029652,483.0951566513728,154.51858197765722,173.18227091633466,85.99968903789045,0.000846442499733098,0.009640615471829645,0.0368195187998008,0.004019688157238519,49.67492780740743,0.020129878928612156,0.009701053057152303,-472.9960002138414,50.40033027766176,184.14270073620986,34.05246551665012,67.86346131673184,20.00502829939094,27.27925412753322,20.329221727771426,41.2282618809889,11.880037124787787,31.660067067063167,9.48609447148852,3.8815649892029915,7.5414476471736,-0.2625796228417018,6.211249779215451,7.984239192379724,6.974701339043692,2.813000160166931,6.177463477470444,-4.809447033446769,6.716472453797728,-2.3351282249723537,6.244656253461695,-0.6385952201281531,5.026017593135877,b0008,1
122.76136993410573,39.78963277454163,277.31494099315347,217.2292947935344,200.2925796812749,107.29653076074017,3.275183061097786e-05,0.00021487599463388454,0.03596745829183267,0.00597640336904648,961.3374965724512,0.0010392173387211666,0.1154816088451049,-572.3078236945381,48.581132097611516,133.27976509476133,40.918459095461095,57.465312244429235,21.401910223145542,29.072991544272284,21.16375038284765,35.399534454257996,10.32322411229369,28.382027351508544,9.522748396481239,11.190066497188845,8.554156575786726,7.206710108752217,6.433312187508143,8.31607631877943,6.977186203881974,2.235459909934328,5.617474538987048,-1.2553120362171681,5.829979305785586,2.279142180511994,5.901775228031449,2.250753201810456,5.990253931360402,b0009,-1
138.84527097031318,44.73889722617857,446.2223706039228,209.0344550097385,232.25846613545818,126.81695231890737,0.0003635194518190305,0.0050597407985842726,0.03743035669820717,0.004508217906441775,216.5681310763207,0.0046164843743572185,0.016459005254577667,-470.7620773151798,45.214030760411376,147.42992584014254,32.3941530087021,43.415827419325154,15.591423841564339,16.63548237155615,14.261138966436144,38.94123333672255,10.60612167323169,32.453214080664054,7.965239496009849,6.8143234965001245,13.378563528553402,3.5534453126743526,11.91056904272474,10.420119251579841,8.11549887970115,5.957094638540951,7.419107792386101,2.0976055162879916,6.652665750105285,4.377827792061766,6.470658831307264,1.0205382225401194,6.702551441276888,b0010,-1
104.28879932526308,37.62280799882359,493.35526059446966,148.10552614353588,153.94671314741035,79.99228765833698,0.0007734477836421667,0.009384215837079001,0.030213131847609563,0.0032957520024309937,245.29155743306504,0.004075780970069744,0.00881816490704028,-531.8193967943405,48.752701116676974,159.23180707964738,39.36232932955766,68.11140098865033,18.064417959410772,28.786338216903054,17.027150801305154,35.05912914460516,8.886142778337087,32.46893209042733,8.326024813550475,14.600225450755136,8.680624480916192,6.289602586197812,7.462335023267459,6.744767675595082,6.304420762594724,3.332912683501324,6.343070141892982,0.20864087143469473,6.564520181519938,2.015612318349638,5.720662901385385,2.178830091162966,6.072568461908019,b0011,-1
201.62031926266798,54.450844902540325,504.47430104167927,292.9603174768796,387.54357569721117,167.26601686042756,0.0011177391462662372,0.012094029926044197,0.06458151767928287,0.011532982439975047,3727.958596376479,0.00026724329050473254,0.39253026151683623,-633.2257009698169,40.91446789027832,142.94522362741682,33.67929820357646,34.95864614513515,17.12000575907769,7.9928670926962555,14.538728486785038,32.44095726849508,10.198417919253252,25.49528303981385,8.952163411371032,-2.7660996244842218,9.509279235972365,-6.23259463513801,7.359208515442781,3.283229792787765,8.08590215064475,-0.4712613019396558,7.7487876566336436,-7.246790114826202,7.770008053904469,-6.319838983951807,7.698218541352025,-6.046347407289172,7.082374935633717,b0012,-1
