record_id,shannon_mean,shannon_std,shannon_dynamic_ratio,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_max,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,zero_crossing_rate_mean,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label
a0001,0.03414154202813208,0.10905163688604454,417.5322822400243,303.6709472448921,84.46208390961675,467.6394869514828,660.8954596412556,198.88682419755904,7.053811284314632e-05,0.1313586042600897,-467.1669373162517,14.644542052594606,186.61854370112397,17.508383724955404,-19.267957608397566,14.17107623767872,-15.893544672141276,9.574465030490511,62.26014442838274,7.893952519705585,30.052334296453573,5.834935807801264,-18.70736536759069,5.658031861999023,8.425444143503132,4.985201044787333,23.485176792536286,4.930355027563171,-6.651802449923134,4.5540911226935386,-8.163883833811822,4.18726602984385,11.250439597227144,4.03239980304896,-1.7618720878195588,4.094614007162759,1
a0002,0.11275527531399197,0.13286353301187942,174.18311007995516,222.16527124705283,57.38714960226472,506.4978696881326,423.5071044546851,176.4968628011699,1.9777900396001305e-05,0.07901305683563747,-418.7783815660664,38.1154568044475,211.5121340010822,34.8931742019467,7.218367502459952,16.89150987090898,-6.328102251406541,14.447675502033803,52.81597992063741,9.900422658047791,17.81458645065221,7.946634958232759,-25.03117918423635,9.450937130642004,3.4515531885546094,9.557798622029491,15.783602959820348,8.462244151158128,-15.718669081756158,6.895906481478785,-15.363276876241448,5.603956505717633,8.024150556921743,5.281357698279509,-2.580820334879479,4.386834880147793,1
a0003,0.013839398045978116,0.04501136160904162,1904.1415636863057,183.05787590111478,59.72570140241343,499.08286622736017,358.97665192507804,174.93559439100363,0.00015200372007372537,0.05123040777835588,-603.3035719752553,38.677886756958934,161.0697976652613,31.028473387718417,13.690446812553981,17.088553838714564,17.519825536401346,17.277948277436206,61.07052233745169,7.357749159934103,22.127153297354724,6.009357327748086,-10.897374671828384,8.705189155048537,15.455141549807584,6.180901044397692,19.608167998340086,4.747651098646091,-7.762328898635823,4.869684916027778,-3.4535195033237436,5.247596196482738,10.898369533296695,4.551167799767978,-4.26414106587684,4.447489292664312,1
a0004,0.058713977374487185,0.1356700143562234,277.0105041712557,175.65226412607007,49.78669822361033,450.51401281589773,313.1668351302785,159.38305330767867,2.7413720735474062e-05,0.056354587825696315,-481.86981280230975,36.810724888448206,179.1954777114199,32.12256291140198,30.823450807942795,16.877876196392606,7.998161677571491,12.876846635829265,45.89819362465793,12.028870999447554,26.482489165005084,8.382945091065949,-8.884528425967321,8.873103224810748,0.7473968736720373,7.556426809287274,11.67742275194757,7.135195901315602,-4.55512652101963,6.648609166002528,-9.117157153449453,5.7363080645969475,2.122770203097096,6.984555999152124,-2.080103585554031,6.3749079763273375,1
a0005,0.05393934991789092,0.12408643704392634,611.0570055051126,142.36665041429137,47.920099981497316,398.02083526228324,245.13733183856502,119.13898287891966,3.659356873582541e-05,0.039579246076233185,-514.157421745263,33.20231030565551,150.65985046379814,31.043199434449495,45.42171750996952,18.480255784335014,21.503209101243566,17.727624182391015,39.59036641640635,11.42674568794038,24.004776874094027,8.620668363355275,1.4794886553763313,8.446475822267452,8.970308219611306,7.516525836539565,14.722512091442198,7.310620546668209,0.8827149371193909,5.674382935298475,-3.7418459307528216,4.804162633525975,3.8340222047527064,5.143416631306499,0.6590599837943385,5.226559235597271,1
a0006,0.14198459310411837,0.11631571830378266,27.353730420462178,154.1209460162106,31.973494192214478,363.1876952597745,235.1213405238829,110.14190068232372,7.836218401604103e-05,0.042631692989214175,-429.6651227286947,26.401214391062727,194.07284693766027,25.201921319060855,13.77537287635343,12.224883430148761,18.91304216456208,11.886047783862347,72.53640701093246,11.667702176191275,23.822184113834467,10.304904256110586,-17.479396082373654,9.369864545280128,16.077639113430184,7.57490882883698,21.782947872519156,5.72994926339043,-13.728336518745156,4.898611090000394,-7.646438254215098,4.538351986482613,15.428709668608906,4.713129678723071,-1.5410932452370858,4.229635327804633,1
a0007,0.07331418597430331,0.1562569962845294,243.15502859718714,131.71957383350133,28.259676301282845,345.5497457271061,200.44843049327355,73.27023877341557,6.484917509985546e-05,0.04142551849775785,-491.6408912132609,39.494026537014484,162.57230793802333,34.1444325495638,59.976128291811676,16.50101214530712,29.25437336649098,13.044224058597099,38.201439304195965,10.934621346527166,20.005534839953224,7.645757969745259,-2.051995781692614,7.836940925040427,3.907464815933091,5.66277616652531,8.513254075775896,5.815199057344416,-4.0010094238842155,5.541514180356532,-7.14141113610642,4.9622592424687735,0.9758212011748204,5.411186221766343,-1.9712157919068092,4.424202126613628,-1
a0008,0.03376213551085742,0.07224504967387659,399.2804407945482,290.0247499359906,82.12026823127663,620.833663012665,681.530663538874,201.20017637662355,0.00014022523903128872,0.11019185656836461,-515.0070983513149,20.15186074820785,186.65607133393917,18.106884434802932,-23.929473768240804,11.698409849225019,-6.307547744422822,10.99899140562082,78.45629790015563,9.854522494767416,30.900317258722325,8.092125466370799,-28.135658247651918,6.88791300680458,8.045772578193779,6.201666837596055,30.653866517186454,5.593624016723891,-3.5857431999826983,5.868554215914448,-7.440580826204101,5.536001639118126,15.288843839965665,5.047719684980135,3.08171269844776,4.1089129234821495,1
a0009,0.027043591315370125,0.06952004483707952,346.17961370443857,332.1721482540471,65.38734203849666,497.48880648958135,783.505082663092,127.81375111913417,2.3701636281724868e-05,0.12968994358802502,-491.4765850079233,32.255267146661616,180.8948317199039,31.038732119843527,-31.84899183625155,10.671573368445674,-4.823736617300706,11.284671268250486,79.11987476977396,9.73240051655714,23.14883723877962,7.67770155166011,-29.103972200185716,7.008267513581958,15.807328306471526,6.046426852329308,27.828548679969913,5.318557659986175,-15.713128540806643,5.034324549218363,-9.8108465184664,5.040267110942657,19.950545669523216,4.844021443783985,0.8127580345039948,4.474203855703211,-1
a0010,0.03096892186002447,0.08273030512465555,1718.734708311554,253.50129396830383,84.3853577023138,761.7740253178109,538.6288607878246,223.21059219001762,7.280030576178057e-05,0.09093134512085944,-592.9385900948241,42.50668107039796,192.09845923453852,39.362415458572386,-0.07889726606075076,20.78667378070574,-4.936057634209495,14.252331548906144,54.135278763832716,9.054829739608266,16.816658044234433,7.461533465489857,-23.6803374496376,9.133405865085315,7.546864845635349,7.856322334093272,18.548430195843267,6.5818621061009495,-14.024532676870619,5.91887170142625,-12.738729204831076,5.103241606324523,8.896826954734431,6.333514648832454,-5.030228611432525,5.321400655413893,1
